310.9;-13.8;-7.8;-0.007138108741371579;-0.007692316620350886;0.030209077636814574;0.21661538461538463;-0.04576923076923077;-0.4856153846153846;25.7
311.6;-13.6;-7.6;-0.00781653170724117;-0.007023832117587558;0.03199055020740271;0.21615384615384614;-0.04592307692307692;-0.48615384615384616;25.7
311.9;-13.4;-7.9;-0.008143252331366646;-0.007444546037146643;0.03685429429651488;0.21707692307692308;-0.045;-0.48584615384615387;25.7
311.3;-13.6;-7.9;-0.0075839735677062925;-0.007211987897611766;0.03219394272167997;0.21661538461538463;-0.04461538461538461;-0.4867692307692308;25.8
312.4;-13.4;-7.7;-0.006980461633692203;-0.007823394720617632;0.03431829252536778;0.21707692307692308;-0.04461538461538461;-0.48615384615384616;25.7
311.2;-13.6;-8.0;-0.006770020079334194;-0.008707984680995678;0.03368962868596215;0.2169230769230769;-0.04446153846153846;-0.4866153846153846;25.7
311.7;-16.4;-6.6;-0.06024843358706247;0.01343494253038921;0.009380415527365127;0.21615384615384614;-0.043153846153846154;-0.48384615384615387;25.8
315.6;-15.0;-7.4;0.055948396757944385;-0.00623745704267907;-0.09932732920900389;0.23792307692307693;-0.04576923076923077;-0.4747692307692308;25.7
314.8;-15.5;-7.8;0.04543604252639433;0.017423962449416547;-0.1607417955857513;0.2423076923076923;-0.04561538461538461;-0.47446153846153843;25.8
334.1;-15.2;-0.8;0.021182914382391116;0.0019680522189942616;-0.07566591090276087;0.2459230769230769;-0.047384615384615386;-0.47515384615384615;25.7
323.4;-16.6;0.6;0.025125586083398543;0.10093690039531555;-0.0453392920545197;0.24784615384615385;-0.06153846153846154;-0.4736923076923077;25.7
311.0;-19.4;0.6;-0.07216113188370327;0.0003555050464783497;0.07421103821017816;0.25969230769230767;-0.10984615384615384;-0.46053846153846156;25.8
314.7;-17.8;1.7;0.02395585782759202;-0.0009151512637264533;-0.07437939835489027;0.26576923076923076;-0.12823076923076923;-0.45184615384615384;25.7
313.4;-19.7;3.5;0.05441636948389467;-0.006858437209329167;-0.1488829432352785;0.27192307692307693;-0.13607692307692307;-0.44753846153846155;25.7
332.7;-21.4;13.1;0.019774378453078056;0.187697819064762;-0.08485984780317535;0.2896153846153846;-0.155;-0.42615384615384616;25.8
14.5;-23.3;24.2;-0.08042922349319748;0.11085326639971227;0.15689224459677942;0.2996923076923077;-0.1616153846153846;-0.4206153846153846;25.7
321.8;-26.2;13.1;-0.07778492255918706;0.05944200511127362;0.15141580311896374;0.3067692307692308;-0.16092307692307692;-0.417;25.7
301.2;-26.3;4.7;-0.03679212105673785;-0.004573119276935808;0.02831539865840549;0.29515384615384616;-0.14792307692307693;-0.43223076923076925;25.7
312.9;-22.6;3.5;-0.035923229636547926;0.008839237209275479;0.08851512801561878;0.2896153846153846;-0.12792307692307692;-0.44569230769230767;25.7
311.5;-19.8;0.0;-0.026063501640640252;-0.07895348837209303;-0.04365411476670478;0.2816923076923077;-0.10753846153846154;-0.4566153846153846;25.7
295.9;-23.1;-4.5;-0.12466269799891028;-0.07892421200691471;0.17472499359499294;0.2639230769230769;-0.08684615384615385;-0.4713846153846154;25.7
311.3;-19.6;-5.2;0.0008275000171868441;-0.08098141740708248;0.15222245416152358;0.26484615384615384;-0.0736923076923077;-0.473;25.8
300.6;-21.5;-8.9;-0.018826808119646155;-0.01773364211342157;0.046185669162973175;0.26646153846153847;-0.06184615384615385;-0.4736923076923077;25.7
314.0;-19.0;-5.2;0.014315566473075858;0.003437187244080306;0.0684903449782478;0.2670769230769231;-0.05976923076923077;-0.47515384615384615;25.7
308.5;-20.1;-6.7;-0.026217834120499772;-0.032717248727240134;0.016702347821764163;0.26615384615384613;-0.056615384615384616;-0.4753076923076923;25.7
308.5;-21.0;-5.1;-0.019530740242974687;-0.010289645703650818;0.052594404954270035;0.26376923076923076;-0.055;-0.47592307692307695;25.7
306.7;-21.9;-5.0;0.0068959383544236474;-0.004132486933704674;-0.014522091198231779;0.26753846153846156;-0.056;-0.475;25.7
308.1;-22.3;-3.5;0.03449732884308793;0.00046308837211987003;-0.08099262213287972;0.26661538461538464;-0.05730769230769231;-0.4743076923076923;25.7
301.1;-27.5;-1.9;-0.016167217886196683;0.06870528672775279;-0.2725625180200998;0.2959230769230769;-0.07153846153846154;-0.4560769230769231;25.8
314.9;-24.6;-3.3;0.0912773472744825;0.006156903272990857;-0.19456466315821974;0.31684615384615383;-0.08138461538461539;-0.43984615384615383;25.7
303.6;-30.1;-1.8;0.014884611677751902;-0.0342014567525469;-0.1548375820003569;0.3300769230769231;-0.08623076923076924;-0.4286923076923077;25.7
280.2;-38.0;-6.4;-0.10810333579077458;-0.03832939732260454;0.135435771436902;0.34715384615384615;-0.11176923076923077;-0.41292307692307695;25.6
320.3;-30.8;2.3;0.0897013211759401;-0.0007984400255797997;-0.14872230767553363;0.358;-0.09569230769230769;-0.4104615384615385;25.7
32.3;-28.1;15.4;0.11736021180384576;0.1431142570216925;-0.1653054960846484;0.35915384615384616;-0.063;-0.4199230769230769;25.7
355.4;-25.5;-0.4;0.002047042726588566;-0.00012079518168248236;-0.0043021802783573815;0.32776923076923076;-0.004384615384615384;-0.4580769230769231;25.7
